GJetsHT100To200TuneCP513TeVmadgraphMLMpythia8,11212,26.4509
GJetsHT200To400TuneCP513TeVmadgraphMLMpythia8,2850.8,8.21444
GJetsHT400To600TuneCP513TeVmadgraphMLMpythia8,335.74,0.893718
GJetsHT40To100TuneCP513TeVmadgraphMLMpythia8,24209,76.8523
GJetsHT600ToInfTuneCP513TeVmadgraphMLMpythia8,110.8,0.286452
QCDHT1000to1500TuneCP513TeVmadgraphpythia8,1095.14,4.80178
QCDHT100to200TuneCP513TeVmadgraphpythia8,23680300,105950
QCDHT1500to2000TuneCP513TeVmadgraphpythia8,99.1293,0.45934
QCDHT2000toInfTuneCP513TeVmadgraphpythia8,20.194,0.104827
QCDHT200to300TuneCP513TeVmadgraphpythia8,1554040,5261.2
QCDHT300to500TuneCP513TeVmadgraphpythia8,323419,1189.47
QCDHT500to700TuneCP513TeVmadgraphpythia8,30040.5,119.891
QCDHT50to100TuneCP513TeVmadgraphMLMpythia8,185831000,922809
QCDHT700to1000TuneCP513TeVmadgraphpythia8,6352.66,23.4342
TTGJetsTuneCP513TeVamcatnloFXFXmadspinpythia8,4.11516,0.0343071
TTGammaHadronicTuneCP5PSweights13TeVmadgraphpythia8,0.730973,0.000827208
TTJetsTuneCP513TeVamcatnloFXFXpythia8,727.013,6.69043
TTToHadronicTuneCP513TeVpowhegpythia8,671.782,61.6794
aNTGCjjgloh3z0ptmin80ptmax140V1,0.8683,0.004443
aNTGCjjgloh3z0p0038ptmin80ptmax140V1,0.8899,0.004563
aNTGCjjgloh3z0p0029ptmin80ptmax140V1,0.8808,0.004527
aNTGCjjgloh3z0p0015ptmin80ptmax140V1,0.866,0.004475
aNTGCjjgloh3z0p0008ptmin80ptmax140V1,0.8712,0.004484
aNTGCjjgloh3z0p0005ptmin80ptmax140V1,0.8974,0.004602
aNTGCjjgloh3z0p0003ptmin80ptmax140V1,0.8837,0.004524
aNTGCjjgloh3z0ptmin140ptmax200V1,0.1496,0.0007676
aNTGCjjgloh3z0p0038ptmin140ptmax200V1,0.1626,0.0008413
aNTGCjjgloh3z0p0029ptmin140ptmax200V1,0.1608,0.0008319
aNTGCjjgloh3z0p0015ptmin140ptmax200V1,0.1518,0.0007809
aNTGCjjgloh3z0p0008ptmin140ptmax200V1,0.1483,0.0007619
aNTGCjjgloh3z0p0005ptmin140ptmax200V1,0.154,0.0007883
aNTGCjjgloh3z0p0003ptmin140ptmax200V1,0.1509,0.0007874
aNTGCjjgloh3z0ptmin200ptmax250V1,0.0369,0.0001901
aNTGCjjgloh3z0p0038ptmin200ptmax250V1,0.052,0.0002717
aNTGCjjgloh3z0p0029ptmin200ptmax250V1,0.04611,0.0002402
aNTGCjjgloh3z0p0015ptmin200ptmax250V1,0.03982,0.0002061
aNTGCjjgloh3z0p0008ptmin200ptmax250V1,0.03854,0.0001986
aNTGCjjgloh3z0p0005ptmin200ptmax250V1,0.0373,0.0001924
aNTGCjjgloh3z0p0003ptmin200ptmax250V1,0.03698,0.0001907
aNTGCjjgloh3z0ptmin250ptmax300V1,0.01508,7.778E-05
aNTGCjjgloh3z0p0038ptmin250ptmax300V1,0.03233,0.0001696
aNTGCjjgloh3z0p0029ptmin250ptmax300V1,0.02561,0.0001337
aNTGCjjgloh3z0p0015ptmin250ptmax300V1,0.01773,9.223E-05
aNTGCjjgloh3z0p0008ptmin250ptmax300V1,0.01596,8.26E-05
aNTGCjjgloh3z0p0005ptmin250ptmax300V1,0.01527,7.935E-05
aNTGCjjgloh3z0p0003ptmin250ptmax300V1,0.01492,7.713E-05
aNTGCjjgloh3z0ptmin300ptmax350V1,0.006892,3.592E-05
aNTGCjjgloh3z0p0038ptmin300ptmax350V1,0.02534,0.0001331
aNTGCjjgloh3z0p0029ptmin300ptmax350V1,0.01823,9.582E-05
aNTGCjjgloh3z0p0015ptmin300ptmax350V1,0.009991,5.229E-05
aNTGCjjgloh3z0p0008ptmin300ptmax350V1,0.007906,4.108E-05
aNTGCjjgloh3z0p0005ptmin300ptmax350V1,0.007244,3.755E-05
aNTGCjjgloh3z0p0003ptmin300ptmax350V1,0.007004,3.645E-05
aNTGCjjgloh3z0ptmin350ptmax400V1,0.00352,1.825E-05
aNTGCjjgloh3z0p0038ptmin350ptmax400V1,0.02444,0.0001293
aNTGCjjgloh3z0p0029ptmin350ptmax400V1,0.01502,7.895E-05
aNTGCjjgloh3z0p0015ptmin350ptmax400V1,0.006552,3.432E-05
aNTGCjjgloh3z0p0008ptmin350ptmax400V1,0.004376,2.285E-05
aNTGCjjgloh3z0p0005ptmin350ptmax400V1,0.003857,2.008E-05
aNTGCjjgloh3z0p0003ptmin350ptmax400V1,0.00365,1.898E-05
aNTGCjjgloh3z0ptmin400ptmax450V1,0.00189,9.81E-06
aNTGCjjgloh3z0p0038ptmin400ptmax450V1,0.02236,0.0001186
aNTGCjjgloh3z0p0029ptmin400ptmax450V1,0.0142,7.523E-05
aNTGCjjgloh3z0p0015ptmin400ptmax450V1,0.005165,2.729E-05
aNTGCjjgloh3z0p0008ptmin400ptmax450V1,0.002801,1.47E-05
aNTGCjjgloh3z0p0005ptmin400ptmax450V1,0.002263,1.182E-05
aNTGCjjgloh3z0p0003ptmin400ptmax450V1,0.002041,1.062E-05
aNTGCjjgloh3z0ptmin450ptmax500V1,0.001053,5.481E-06
aNTGCjjgloh3z0p0038ptmin450ptmax500V1,0.02227,0.0001181
aNTGCjjgloh3z0p0029ptmin450ptmax500V1,0.01331,7.055E-05
aNTGCjjgloh3z0p0015ptmin450ptmax500V1,0.004378,2.318E-05
aNTGCjjgloh3z0p0008ptmin450ptmax500V1,0.001993,1.052E-05
aNTGCjjgloh3z0p0005ptmin450ptmax500V1,0.001454,7.617E-06
aNTGCjjgloh3z0p0003ptmin450ptmax500V1,0.001217,6.345E-06
aNTGCjjgloh3z0ptmin500ptmax550V1,0.0006252,3.256E-06
aNTGCjjgloh3z0p0038ptmin500ptmax550V1,0.02154,0.000115
aNTGCjjgloh3z0p0029ptmin500ptmax550V1,0.01295,6.889E-05
aNTGCjjgloh3z0p0015ptmin500ptmax550V1,0.003947,2.092E-05
aNTGCjjgloh3z0p0008ptmin500ptmax550V1,0.001581,8.364E-06
aNTGCjjgloh3z0p0005ptmin500ptmax550V1,0.001014,5.339E-06
aNTGCjjgloh3z0p0003ptmin500ptmax550V1,0.0007733,4.049E-06
aNTGCjjgloh3z0ptmin550ptmax600V1,0.0003738,1.949E-06
aNTGCjjgloh3z0p0038ptmin550ptmax600V1,0.02119,0.0001131
aNTGCjjgloh3z0p0029ptmin550ptmax600V1,0.01268,6.779E-05
aNTGCjjgloh3z0p0015ptmin550ptmax600V1,0.00366,1.953E-05
aNTGCjjgloh3z0p0008ptmin550ptmax600V1,0.001356,7.193E-06
aNTGCjjgloh3z0p0005ptmin550ptmax600V1,0.0007595,4.016E-06
aNTGCjjgloh3z0p0003ptmin550ptmax600V1,0.0005232,2.753E-06
aNTGCjjgloh3z0ptmin600ptmax650V1,0.0002428,1.266E-06
aNTGCjjgloh3z0p0038ptmin600ptmax650V1,0.021,0.0001123
aNTGCjjgloh3z0p0029ptmin600ptmax650V1,0.01221,6.536E-05
aNTGCjjgloh3z0p0015ptmin600ptmax650V1,0.00342,1.84E-05
aNTGCjjgloh3z0p0008ptmin600ptmax650V1,0.001151,6.151E-06
aNTGCjjgloh3z0p0005ptmin600ptmax650V1,0.0006038,3.212E-06
aNTGCjjgloh3z0p0003ptmin600ptmax650V1,0.000378,1.992E-06
aNTGCjjgloh3z0ptmin650ptmax700V1,0.0001591,8.296E-07
aNTGCjjgloh3z0p0038ptmin650ptmax700V1,0.02019,0.0001086
aNTGCjjgloh3z0p0029ptmin650ptmax700V1,0.01186,6.392E-05
aNTGCjjgloh3z0p0015ptmin650ptmax700V1,0.003326,1.781E-05
aNTGCjjgloh3z0p0008ptmin650ptmax700V1,0.001022,5.481E-06
aNTGCjjgloh3z0p0005ptmin650ptmax700V1,0.0005016,2.693E-06
aNTGCjjgloh3z0p0003ptmin650ptmax700V1,0.0002889,1.53E-06
aNTGCjjgloh3z0ptmin700ptmax750V1,0.0001042,5.436E-07
aNTGCjjgloh3z0p0038ptmin700ptmax750V1,0.01934,0.0001052
aNTGCjjgloh3z0p0029ptmin700ptmax750V1,0.01143,6.179E-05
aNTGCjjgloh3z0p0015ptmin700ptmax750V1,0.003153,1.705E-05
aNTGCjjgloh3z0p0008ptmin700ptmax750V1,0.0009736,5.272E-06
aNTGCjjgloh3z0p0005ptmin700ptmax750V1,0.0004447,2.391E-06
aNTGCjjgloh3z0p0003ptmin700ptmax750V1,0.0002299,1.217E-06
aNTGCjjgloh3z0ptmin750ptmax800V1,6.954E-05,3.635E-07
aNTGCjjgloh3z0p0038ptmin750ptmax800V1,0.01871,0.0001017
aNTGCjjgloh3z0p0029ptmin750ptmax800V1,0.01066,5.779E-05
aNTGCjjgloh3z0p0015ptmin750ptmax800V1,0.002956,1.608E-05
aNTGCjjgloh3z0p0008ptmin750ptmax800V1,0.0008658,4.727E-06
aNTGCjjgloh3z0p0005ptmin750ptmax800V1,0.0003899,2.109E-06
aNTGCjjgloh3z0p0003ptmin750ptmax800V1,0.000187,1.006E-06
aNTGCjjgloh3z0ptmin800ptmax850V1,4.726E-05,2.475E-07
aNTGCjjgloh3z0p0038ptmin800ptmax850V1,0.01747,9.504E-05
aNTGCjjgloh3z0p0029ptmin800ptmax850V1,0.01019,5.563E-05
aNTGCjjgloh3z0p0015ptmin800ptmax850V1,0.002798,1.522E-05
aNTGCjjgloh3z0p0008ptmin800ptmax850V1,0.0008296,4.527E-06
aNTGCjjgloh3z0p0005ptmin800ptmax850V1,0.0003454,1.874E-06
aNTGCjjgloh3z0p0003ptmin800ptmax850V1,0.0001573,8.497E-07
aNTGCjjgloh3z0ptmin850ptmax900V1,3.243E-05,1.705E-07
aNTGCjjgloh3z0p0038ptmin850ptmax900V1,0.0163,8.916E-05
aNTGCjjgloh3z0p0029ptmin850ptmax900V1,0.009596,5.234E-05
aNTGCjjgloh3z0p0015ptmin850ptmax900V1,0.002635,1.44E-05
aNTGCjjgloh3z0p0008ptmin850ptmax900V1,0.0007728,4.226E-06
aNTGCjjgloh3z0p0005ptmin850ptmax900V1,0.0003215,1.755E-06
aNTGCjjgloh3z0p0003ptmin850ptmax900V1,0.0001365,7.421E-07
aNTGCjjgloh3z0ptmin900ptmax950V1,2.364E-05,1.241E-07
aNTGCjjgloh3z0p0038ptmin900ptmax950V1,0.01553,8.57E-05
aNTGCjjgloh3z0p0029ptmin900ptmax950V1,0.009069,4.979E-05
aNTGCjjgloh3z0p0015ptmin900ptmax950V1,0.002529,1.38E-05
aNTGCjjgloh3z0p0008ptmin900ptmax950V1,0.0007212,3.94E-06
aNTGCjjgloh3z0p0005ptmin900ptmax950V1,0.0002947,1.611E-06
aNTGCjjgloh3z0p0003ptmin900ptmax950V1,0.0001225,6.655E-07
aNTGCjjgloh3z0ptmin950ptmax1000V1,1.647E-05,8.667E-08
aNTGCjjgloh3z0p0038ptmin950ptmax1000V1,0.0146,8.114E-05
aNTGCjjgloh3z0p0029ptmin950ptmax1000V1,0.008555,4.711E-05
aNTGCjjgloh3z0p0015ptmin950ptmax1000V1,0.002283,1.274E-05
aNTGCjjgloh3z0p0008ptmin950ptmax1000V1,0.00066,3.671E-06
aNTGCjjgloh3z0p0005ptmin950ptmax1000V1,0.0002696,1.484E-06
aNTGCjjgloh3z0p0003ptmin950ptmax1000V1,0.0001085,5.995E-07
aNTGC0p00080p0p0p2001000flatPt,0.0918298,0.00341877
aNTGC0p00080p0p0p200250,0.0440698,0.00272342
aNTGC0p00080p0p0p250300,0.0196251,0.000972938
aNTGC0p00080p0p0p300350,0.0097949,0.000478093
aNTGC0p00080p0p0p350400,0.00530668,0.000369108
aNTGC0p00080p0p0p400450,0.00321159,0.000153086
aNTGC0p00080p0p0p450500,0.00218227,0.000148689
aNTGC0p00080p0p0p500550,0.00150565,6.97144E-05
aNTGC0p00080p0p0p550600,0.00112444,7.69519E-05
aNTGC0p00080p0p0p600650,0.000904684,3.8791E-05
aNTGC0p00080p0p0p650700,0.00075383,4.47449E-05
aNTGC0p00080p0p0p700750,0.000638241,3.60601E-05
aNTGC0p00080p0p0p750800,0.000575885,2.80924E-05
aNTGC0p00080p0p0p800850,0.000524455,2.85523E-05
aNTGC0p00080p0p0p850900,0.000477445,2.0896E-05
aNTGC0p00080p0p0p900950,0.000447029,2.49804E-05
aNTGC0p00080p0p0p9501000,0.000425911,2.65915E-05
aNTGC0p00050p00p00p03001200,0.0228754,0.000903084,100
aNTGC0p0010p00p00p03001200,0.0301271,0.0010265,100
aNTGC0p0020p00p00p03001200,0.0577119,0.00222175,100
aNTGC0p00p00p00p03001200,0.020538,0.00073146,100
